,Дата,Время,Цена до,Цена после,Разница в долларах,Дельта в процентах,Текст новости
17,2022-10-04,14:29:11,67.494301 ,67.724998 , 0.2, 0.3,"EXCLUSIVE: Top 10 Stocks Searched On Benzinga Pro In September: Where Do Tesla, Apple, Bed Bath & Beyond Rank?
"
18,2022-10-04,12:11:30,68.589996 ,68.368202 ,-0.2,-0.3,"This Is What Whales Are Betting On Advanced Micro Devices
"
19,2022-10-04,12:06:03,68.589996 ,68.368202 ,-0.2,-0.3,"What's Going On With AMD And Nvidia Shares
"
20,2022-10-03,14:33:02,66.410004 ,66.639999 , 0.2, 0.3,"What's Going On With AMD And Nvidia Shares
"
21,2022-10-03,10:31:12,65.945000 ,66.260002 , 0.3, 0.4,"If You Invested $1000 In This Stock 20 Years Ago, You Would Have $18,000 Today
"
22,2022-09-30,13:36:01,64.699997 ,64.235001 ,-0.4,-0.7,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
23,2022-09-30,13:35:10,64.699997 ,64.235001 ,-0.4,-0.7,"$100 Invested In This Stock 10 Years Ago Would Be Worth $2,100 Today
"
24,2022-09-29,13:32:01,63.779999 ,63.195000 ,-0.5,-0.9,"Stocks That Hit 52-Week Lows On Thursday
"
25,2022-09-29,11:24:57,64.900002 ,64.330002 ,-0.5,-0.8,"What's Going On With AMD And Nvidia Shares
"
26,2022-09-28,12:36:26,68.239998 ,67.995003 ,-0.2,-0.3,"What's Going On With AMD And Nvidia Shares
"
27,2022-09-28,11:10:08,68.170097 ,68.279999 , 0.1, 0.1,"Check Out What Whales Are Doing With AMD
"
28,2022-09-27,13:38:35,66.358498 ,66.934998 , 0.5, 0.8,"10 Information Technology Stocks Whale Activity In Today's Session
"
29,2022-09-26,14:06:25,66.760002 ,66.629997 ,-0.1,-0.1,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
30,2022-09-26,12:34:35,66.620003 ,66.760002 , 0.1, 0.2,"Advanced Micro Devices Whale Trades For September 26
"
31,2022-09-23,12:02:33,67.705002 ,67.010002 ,-0.6,-1.0,"What's Going On With Nvidia And AMD Shares Getting Hammered This Week
"
32,2022-09-22,14:17:21,70.684998 ,69.455002 ,-1.2,-1.7,"Stocks That Hit 52-Week Lows On Thursday
"
33,2022-09-22,13:42:29,70.684998 ,69.455002 ,-1.2,-1.7,"10 Information Technology Stocks Whale Activity In Today's Session
"
34,2022-09-21,15:22:07,75.750000 ,75.639999 ,-0.1,-0.1,"What's Going On With AMD And Nvidia Shares
"
35,2022-09-19,15:11:45,76.334999 ,76.900002 , 0.5, 0.7,"What Should Nvidia Reveal At The GTC Conference? Citi Analyst Lays Down Expectations
"
36,2022-09-19,13:38:42,76.340103 ,76.334999 ,-0.0,-0.0,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
37,2022-09-16,10:51:35,75.900002 ,75.149902 ,-0.7,-0.9,"$100 Invested In This Stock 15 Years Ago Would Be Worth $600 Today
"
38,2022-09-15,13:54:25,77.779999 ,77.175003 ,-0.6,-0.7,"10 Information Technology Stocks Whale Activity In Today's Session
"
39,2022-09-14,15:17:54,76.919998 ,76.730003 ,-0.1,-0.2,"Advanced Micro Devices Whale Trades Spotted
"
40,2022-09-14,13:44:45,77.449997 ,76.919998 ,-0.5,-0.6,"10 Information Technology Stocks Whale Activity In Today's Session
"
41,2022-09-13,13:36:10,78.500000 ,78.170097 ,-0.3,-0.4,"10 Information Technology Stocks Whale Activity In Today's Session
"
42,2022-09-13,12:38:56,78.239998 ,78.500000 , 0.2, 0.3,"Here's Why AMD Shares Are Falling
"
43,2022-09-12,13:56:48,84.315002 ,83.760002 ,-0.5,-0.6,"10 Information Technology Stocks Whale Activity In Today's Session
"
44,2022-09-09,13:37:07,85.389999 ,85.246002 ,-0.1,-0.1,"10 Information Technology Stocks Whale Activity In Today's Session
"
45,2022-09-09,13:37:06,85.389999 ,85.246002 ,-0.1,-0.1,"How Do Chipmakers Avoid The China Bans? Nvidia Might Have Something Up Its Sleeve
"
46,2022-09-08,13:59:37,82.010002 ,81.738800 ,-0.2,-0.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
47,2022-09-07,11:08:29,78.349998 ,78.629997 , 0.2, 0.3,"Check Out What Whales Are Doing With AMD
"
48,2022-09-06,12:42:44,79.460098 ,78.690002 ,-0.7,-0.9,"China Pledges To Consolidate Tech R&D Position As US Continue To Slap Restrictions
"
49,2022-09-02,14:53:30,80.540001 ,80.370003 ,-0.1,-0.2,"Why Advanced Micro Devices, Nvidia Are Flailing Despite US Relaxing Export Rules
"
50,2022-09-01,12:47:16,79.125000 ,80.029999 , 0.9, 1.1,"Why Okta Is Trading Lower By Over 32%, Here Are 58 Stocks Moving In Thursday's Mid-Day Session
"
51,2022-09-01,13:36:17,80.029999 ,80.779999 , 0.7, 0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
52,2022-09-01,11:42:06,78.660004 ,79.125000 , 0.4, 0.5,"This Is What Whales Are Betting On Advanced Micro Devices
"
53,2022-08-30,13:42:47,85.698502 ,85.949997 , 0.2, 0.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
54,2022-08-30,13:00:40,86.275902 ,85.698502 ,-0.5,-0.6,"AMD's 5nm Desktop Ryzen 7000 Launch Would Help It Gain Market Share, Analysts Say
"
55,2022-08-29,13:37:53, 89.139999, 88.815002,-0.3,-0.3,"10 Information Technology Stocks Whale Activity In Today's Session
"
56,2022-08-29,12:53:54, 88.599998, 89.139999, 0.5, 0.6,"Marvell Technology's Macro, Inflation Headwinds Prompt 5% Price Target Cut By Citi
"
57,2022-08-29,11:10:00, 89.542297, 88.669998,-0.8,-0.9,"If You Invested $100 In Tesla, AMD, Nvidia, Apple, Microsoft, Amazon And Plug Power Stock 5 Years Ago, Here's How Much You'd Have Now
"
58,2022-08-29,10:47:40, 89.542297, 88.669998,-0.8,-0.9,"$1000 Invested In Advanced Micro Devices 20 Years Ago Would Be Worth This Much Today
"
59,2022-08-26,12:15:32, 93.379997, 92.889999,-0.4,-0.5,"AMD And 2 Other Stocks Insiders Are Selling
"
60,2022-08-26,11:47:35, 93.379997, 92.889999,-0.4,-0.5,"Why AMD And Nvidia Shares Are Diving Today
"
61,2022-08-24,15:05:56, 92.690002, 92.849998, 0.1, 0.1,"Looking At Advanced Micro Devices's Recent Whale Trades
"
62,2022-08-24,12:47:06, 92.940002, 92.099998,-0.8,-0.9,"Is Fisker Ready To Re-Emerge As The Tesla Killer?
"
63,2022-08-23,13:48:31, 93.309898, 93.500000, 0.1, 0.2,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
64,2022-08-19,14:01:30, 95.000000, 95.695000, 0.6, 0.7,"10 Information Technology Stocks Whale Activity In Today's Session
"
65,2022-08-16,14:11:42,100.309998,100.799896, 0.4, 0.4,"Looking At Advanced Micro Devices Recent Whale Trades
"
66,2022-08-12,14:22:44,100.730003,100.838997, 0.1, 0.1,"Here's How Much $1000 Invested In Advanced Micro Devices 5 Years Ago Would Be Worth Today
"
67,2022-08-12,14:21:00,100.730003,100.838997, 0.1, 0.1,"This Is What Whales Are Betting On Advanced Micro Devices
"
68,2022-08-12,12:04:39,100.330002,101.199997, 0.8, 0.8,"Have Tech Stocks Bottomed? World's Largest Hedge Fund's Holdings Suggest Yes
"
69,2022-08-11,13:50:18, 99.690002, 99.334999,-0.3,-0.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
70,2022-08-09,13:38:45, 94.720100, 94.730003, 0.0, 0.0,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
71,2022-08-09,12:47:27, 94.074203, 94.720100, 0.6, 0.6,"Here's Why Advanced Micro Devices, Nvidia Stock Must Hold These Key Levels
"
72,2022-08-08,14:25:33,100.430000, 99.650398,-0.7,-0.7,"Key Takeaways From Rosenblatt's View On Chipmakers' Earnings
"
73,2022-08-08,13:44:37,100.430000, 99.650398,-0.7,-0.7,"10 Information Technology Stocks Whale Activity In Today's Session
"
74,2022-08-08,11:07:38,100.301102, 99.160004,-1.1,-1.1,"Check Out What Whales Are Doing With AMD
"
75,2022-08-04,14:00:29,103.820000,104.025002, 0.2, 0.1,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
76,2022-08-03,12:59:27, 95.613602, 97.504997, 1.8, 1.9,"Why Poseida Therapeutics Almost Doubled Today, Here Are 75 Stocks Moving In Wednesday's Mid-Day Session
"
77,2022-08-03,12:30:24, 95.613602, 97.504997, 1.8, 1.9,"6 Advanced Micro Devices Analysts React To Earnings Beat, Guidance Miss, Market Share Gains
"
78,2022-08-03,11:33:54, 96.430000, 95.613602,-0.8,-0.8,"AMD, SolarEdge Technologies And Some Other Big Stocks Moving Lower On Wednesday
"
79,2022-08-03,10:33:45, 97.671700, 96.430000,-1.2,-1.2,"Equity Index Futures Rebound Despite Concerns Over OPEC And China
"
80,2022-08-02,14:33:48, 99.769997, 99.750000,-0.0,-0.0,"Advanced Micro Devices Stock Is Rising: What's Happening?
"
81,2022-08-02,11:16:00, 97.209999, 98.430199, 1.2, 1.2,"This Chipmaker Stock Has A Better 5-Year Return Than Bitcoin, Ethereum Classic, Amazon, Apple, Nvidia, Microsoft, Ford And Starbucks
"
82,2022-08-02,10:59:42, 97.209999, 98.430199, 1.2, 1.2,"U.S. Manufacturing Picture Is Looking Brighter Than Europe's Right Now
"
83,2022-08-01,15:11:30, 96.845001, 96.360001,-0.4,-0.5,"Advanced Micro Devices Stock Is Rising: What's Happening?
"
84,2022-08-01,13:46:20, 95.889999, 96.845001, 0.9, 0.9,"Is W3BCLOUD A Pick And Shovel Play For The Web3 Sector? What Investors Should Know
"
85,2022-08-01,13:36:43, 95.889999, 96.845001, 0.9, 0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
86,2022-08-01,13:22:53, 96.839897, 95.889999,-0.9,-0.9,"Institutions Trade Millions Worth Of This Fund That Tracks AMD, Nvidia, Intel, Texas Instruments Stocks
"
87,2022-08-01,10:38:05, 96.974998, 97.610100, 0.6, 0.6,"Monday's Market Minute: A Busy Week On Wall Street
"
88,2022-07-29,13:38:46, 93.519997, 93.970001, 0.4, 0.4,"10 Information Technology Stocks Whale Activity In Today's Session
"
89,2022-07-29,13:23:37, 92.760002, 93.519997, 0.7, 0.8,"AMD Could Beat Q2 Consensus Driven By Robust CPU, GPU Share Gains, Says This Analyst
"
90,2022-07-28,13:37:56, 90.546303, 90.690002, 0.1, 0.1,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
91,2022-07-27,13:46:50, 87.809998, 88.294998, 0.4, 0.5,"AMD Shares Are Rising Today: What's Happening?
"
92,2022-07-27,13:38:12, 87.809998, 88.294998, 0.4, 0.5,"10 Information Technology Stocks Whale Activity In Today's Session
"
93,2022-07-27,13:35:36, 87.809998, 88.294998, 0.4, 0.5,"$100 Invested In This Stock 20 Years Ago Would Be Worth $1,200 Today
"
94,2022-07-26,13:45:13, 85.910004, 84.964996,-0.9,-1.0,"10 Information Technology Stocks Whale Activity In Today's Session
"
95,2022-07-25,12:22:59,85.849998 , 86.389999, 0.5,-0.6,"This Analyst Previews Texas Instruments, Intel Ahead Of Quarterly Results
"
96,2022-07-25,11:02:56,85.720001 ,85.849998 , 0.1, 0.1,"Check Out What Whales Are Doing With AMD
"
97,2022-07-25,10:40:00,85.720001 ,85.849998 , 0.1, 0.1,"Does A Closer Look At Nvidia Stock Reveal Long-Term Weakness?
"
98,2022-07-22,14:42:57,87.279999 ,87.945000 , 0.6, 0.7,"KeyBanc Sees Semiconductors' Recessionary Fears Largely Priced In; Gives Out Top 5 Picks
"
99,2022-07-22,14:30:22,87.279999 ,87.945000 , 0.6, 0.7,"AMD Stock Is Falling Friday: What's Happening?
"
100,2022-07-22,13:47:24,87.570000 ,87.279999 ,-0.2,-0.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
101,2022-07-21,15:29:00,90.750000 ,90.565002 ,-0.1,-0.2,"Citi Launches Positive Catalyst Watch On NXP, ON; Negative On Intel
"
102,2022-07-20,13:54:01,88.010002 ,88.820000 , 0.8, 0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
103,2022-07-20,11:38:26,88.680000 ,88.609901 ,-0.0,-0.0,"Nvidia Stock Shows Strength Despite CHIP Act Favoring Intel: What To Watch
"
104,2022-07-19,15:26:30,85.677803 ,85.949997 , 0.2, 0.3,"Wells Fargo Slashes AMD's Price Target By 7%: Find Out Why
"
105,2022-07-19,13:40:39,85.410004 ,85.677803 , 0.2, 0.3,"10 Information Technology Stocks Whale Activity In Today's Session
"
106,2022-07-19,13:39:58,85.410004 ,85.677803 , 0.2, 0.3,"Check Out What Whales Are Doing With AMD
"
107,2022-07-18,14:10:25,83.225197 ,81.915001 ,-1.3,-1.5,"10 Information Technology Stocks Whale Activity In Today's Session
"
108,2022-07-18,12:48:17,83.849998 ,83.225197 ,-0.6,-0.7,"Why AMD Stock Is Soaring Higher Today
"
109,2022-07-18,12:04:38,83.529999 ,83.849998 , 0.3, 0.3,"Why The CHIPS Act Is Good News For Intel, Bad News For Nvidia, Advanced Micro Devices
"
110,2022-07-15,13:53:04,79.934998 ,80.680000 , 0.7, 0.9,"10 Information Technology Stocks Whale Activity In Today's Session
"
111,2022-07-14,11:58:50,76.949997 ,77.250099 , 0.3, 0.3,"Why This AMD Analyst Is Turning Bullish
"
112,2022-07-13,14:15:58,78.566002 ,78.485001 ,-0.0,-0.1,"CNBC Fast Money Favorites: AMD, CVS, And One Of The Worst Performers In The S&P 500 Today
"
113,2022-07-13,13:40:05,78.566002 ,78.485001 ,-0.0,-0.1,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
114,2022-07-12,13:40:28,76.214996 ,77.044998 , 0.8, 1.0,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
115,2022-07-12,12:31:50,76.519997 ,76.214996 ,-0.3,-0.3,"BZ Chart Of The Day: AMD Drops Back To Support
"
116,2022-07-11,13:38:37,77.850098 ,77.570000 ,-0.2,-0.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
117,2022-07-11,13:02:41,77.470100 ,77.850098 , 0.3, 0.4,"Here's How Much You Would Have Made Owning Advanced Micro Devices Stock In The Last 5 Years
"
118,2022-07-11,12:15:48,77.379997 ,77.470100 , 0.0, 0.1,"What Are Whales Doing With Advanced Micro Devices
"
119,2022-07-11,10:52:00,76.669998 ,77.379997 , 0.7, 0.9,"If You Invested $100 In GameStop, AMD, Nvidia, Tesla, Apple, Microsoft, Amazon, Plug Power And Bitcoin 5 Years Ago, Here's How Much You'd Have Now
"
120,2022-07-08,13:35:50,79.040001 ,79.779999 , 0.7, 0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
121,2022-07-07,13:55:36,78.985001 ,79.709999 , 0.7, 0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
122,2022-07-07,11:07:36,79.019997 ,78.370003 ,-0.6,-0.8,"Why AMD, Nvidia And Taiwan Semiconductor Manufacturing Shares Are Rising Today
"
123,2022-07-06,14:13:14,74.919998 ,75.050003 , 0.1, 0.1,"Did Nvidia Stock Flash A Buy Signal Yesterday? Here's Why This AMD Investor Increased His Chip Exposure
"
124,2022-07-06,13:35:48,74.919998 ,75.050003 , 0.1, 0.1,"10 Information Technology Stocks Whale Activity In Today's Session
"
125,2022-07-06,13:05:50,74.565002 ,74.919998 , 0.3, 0.4,"BZ Chart Of The Day: AMD Tests Critical Support
"
126,2022-07-05,12:09:52,73.160004 ,74.404198 , 1.2, 1.7,"Stocks That Hit 52-Week Lows On Tuesday
"
127,2022-07-05,10:37:41,73.489998 ,73.160004 ,-0.3,-0.4,"Looking At Advanced Micro Devices's Recent Whale Trades
"
128,2022-07-01,14:47:11,73.779999 ,73.400002 ,-0.3,-0.5,"Stocks That Hit 52-Week Lows On Friday
"
129,2022-07-01,14:44:40,73.779999 ,73.400002 ,-0.3,-0.5,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
130,2022-07-01,12:30:02,73.625000 ,73.360001 ,-0.2,-0.3,"Nvidia Stock Falls In Sympathy With Micron As Economic Woes Hamper Chip Demand: What's Next?
"
131,2022-07-01,11:05:29,72.940002 ,73.610001 , 0.6, 0.9,"Advanced Micro Devices Whale Trades For July 01
"
132,2022-06-30,10:30:01,75.750000 ,77.809998 , 2.0, 2.7,"Benzinga's Top Ratings Upgrades, Downgrades For June 30, 2022
"
133,2022-06-30,12:05:48,77.809998 ,78.099998 , 0.2, 0.3,"Stocks That Hit 52-Week Lows On Thursday
"
134,2022-06-29,15:14:21,77.635002 ,78.059998 , 0.4, 0.5,"Rosenblatt Points Out How Intel's Price War Could Prove Costly For AMD
"
135,2022-06-29,14:26:59,77.379997 ,77.635002 , 0.2, 0.3,"Why AMD And Nvidia Shares Are Dipping Today
"
136,2022-06-29,13:57:41,77.379997 ,77.635002 , 0.2, 0.3,"10 Information Technology Stocks Whale Activity In Today's Session
"
137,2022-06-29,13:19:57,76.550003 ,77.379997 , 0.8, 1.0,"Over 22,730 Put Contracts Purchased On Nvidia: Here Are 10 Of The Highest Volume Options Contracts Wednesday
"
138,2022-06-29,12:39:04,76.550003 ,77.379997 , 0.8, 1.0,"Stocks That Hit 52-Week Lows On Wednesday
"
139,2022-06-28,14:34:35,80.745003 ,80.964996 , 0.2, 0.2,"Why AMD Shares Are Diving Today
"
140,2022-06-28,13:39:39,81.089996 ,80.745003 ,-0.3,-0.4,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
141,2022-06-28,12:02:24,81.770103 ,81.599998 ,-0.1,-0.2,"BZ Chart Of The Day: AMD Slams Into Resistance
"
142,2022-06-27,13:36:08,86.959999 ,86.680000 ,-0.2,-0.3,"10 Information Technology Stocks Whale Activity In Today's Session
"
143,2022-06-24,14:37:06,86.489998 ,86.500000 , 0.0, 0.0,"Is Advanced Micro Devices Headed For Gap Fill Or Will This Bearish Pattern Dominate?
"
144,2022-06-24,13:42:55,86.394997 ,86.489998 , 0.0, 0.1,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
145,2022-06-24,13:32:08,86.394997 ,86.489998 , 0.0, 0.1,"Here's How Much $1000 Invested In Advanced Micro Devices 5 Years Ago Would Be Worth Today
"
146,2022-06-23,13:48:21,80.650101 ,81.239998 , 0.5, 0.7,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
147,2022-06-23,13:45:00,80.650101 ,81.239998 , 0.5, 0.7,"This Aluminum Company Has A Better 1-Year Return Than Tesla, AMD, Starbucks, Apple, Microsoft, Amazon And Ford
"
148,2022-06-22,14:47:22,84.949997 ,84.180000 ,-0.7,-0.9,"AMD, Nvidia Bulls See Opportunity In The Chip Space After Morgan Stanley Goes Overweight: 'The Valuation Is Really Compelling'
"
149,2022-06-22,12:38:49,83.879997 ,84.430000 , 0.5, 0.6,"10 Of The Highest Volume Options Contracts On Wednesday: Ford, Tesla, Amazon And More
"
150,2022-06-22,12:11:06,84.790001 ,83.879997 ,-0.9,-1.0,"Advanced Micro Devices Whale Trades Spotted
"
151,2022-06-21,11:21:48,84.410004 ,84.959999 , 0.5, 0.6,"10 Of The Highest Volume Options Contracts On Tuesday: AMD, FedEx and More
"
152,2022-06-17,11:12:52,80.349998 ,81.690002 , 1.3, 1.6,"Looking At Advanced Micro Devices's Recent Whale Trades
"
153,2022-06-17,10:46:48,80.349998 ,81.690002 , 1.3, 1.6,"What To Watch For On Advanced Micro Devices Stock As It Continues In This Trend
"
154,2022-06-16,13:36:40,82.209999 ,80.919998 ,-1.2,-1.5,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
155,2022-06-16,11:21:30,84.150002 ,83.040001 ,-1.1,-1.3,"Why AMD Shares Are Falling Today
"
156,2022-06-15,13:36:12, 88.029999,87.279999 ,-0.7, 0.8,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
157,2022-06-14,14:14:00, 87.485100, 87.230003,-0.2,-0.2,"If You Invested $100 In GameStop, AMD, Nvidia, Tesla, Apple, Microsoft, Amazon, Plug Power, Bitcoin And Ethereum 5 Years Ago, Here's How Much You'd Have Now
"
158,2022-06-14,13:35:39, 87.485100, 87.230003,-0.2,-0.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
159,2022-06-13,13:36:42, 88.779999, 88.200104,-0.5,-0.6,"10 Information Technology Stocks Whale Activity In Today's Session
"
160,2022-06-13,12:12:57, 88.629997, 89.559998, 0.9, 1.0,"Citi Reiterated Neutral Rating On Intel, AMD - Read Why
"
161,2022-06-13,11:02:10, 88.570000, 88.629997, 0.0, 0.0,"Here's How Mizuho Views AMD, Nvidia, Qualcomm
"
162,2022-06-13,10:49:00, 88.570000, 88.629997, 0.0, 0.0,"Why AMD Stock Is Trading Lower Today
"
163,2022-06-10,14:52:22, 95.339996, 96.011703, 0.6, 0.7,"Where Advanced Micro Devices Stands With Analysts
"
164,2022-06-10,11:11:02, 96.279999, 94.480003,-1.7,-1.8,"What's Going On With AMD Shares Today?
"
165,2022-06-10,10:53:31, 96.279999, 94.480003,-1.7,-1.8,"Why This Analyst Came Away 'Incrementally More Constructive' From AMD's Analyst Day
"
166,2022-06-09,13:35:34,101.182503,101.389900, 0.2, 0.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
167,2022-06-09,12:36:53,101.500000,101.182503,-0.3,-0.3,"Advanced Micro Devices Whale Trades Spotted
"
168,2022-06-06,14:57:45,105.410004,105.150002,-0.2,-0.2,"12 Stocks Moved By Traders On 'Fast Money: Halftime Report'
"
169,2022-06-06,11:43:18,106.181503,104.580002,-1.6,-1.5,"Here's Why Wells Fargo Suggested Buying AMD Shares Before Analyst Day
"
170,2022-06-03,13:48:07,106.510002,106.949997, 0.4, 0.4,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
171,2022-06-03,12:31:48,106.599998,106.510002,-0.0,-0.0,"This Is What Whales Are Betting On Advanced Micro Devices
"
172,2022-06-03,10:46:14,107.339996,105.501198,-1.8,-1.7,"You Ask, We Analyze: Here's The Bull And Bear Case For Advanced Micro Devices Stock
"
173,2022-06-02,15:02:31,108.559998,107.639999,-0.9,-0.8,"10 Of The Highest Volume Options Contracts On Thursday
"
174,2022-06-01,13:58:20,100.660004,102.060097, 1.4, 1.3,"BofA Picks Nvidia As Top Pick; Expresses Bullishness On Marvell, AMD, ON Semiconductor
"
175,2022-06-01,13:39:31,100.660004,102.060097, 1.4, 1.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
176,2022-05-31,12:14:00,102.870003,103.930000, 1.0, 1.0,"BZ Chart Of The Day: Is AMD About To Break Out?
"
177,2022-05-27,14:34:21,101.660004,102.139999, 0.4, 0.4,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
178,2022-05-27,11:37:13,100.390999,100.918701, 0.5, 0.5,"What Are Whales Doing With Advanced Micro Devices
"
179,2022-05-26,14:52:18, 99.650002, 98.570000,-1.0,-1.0,"Why AMD Stock Is Rising Today
"
180,2022-05-26,14:11:29, 99.190002, 99.650002, 0.4, 0.4,"10 Information Technology Stocks Whale Activity In Today's Session
"
181,2022-05-25,13:53:57, 91.364998, 92.480003, 1.1, 1.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
182,2022-05-24,14:56:49, 91.470001, 90.900002,-0.5,-0.6,"Why AMD Shares Are Falling Today
"
183,2022-05-24,14:03:42, 91.209999, 91.470001, 0.2, 0.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
184,2022-05-23,14:04:27, 93.400002, 94.610001, 1.2, 1.2,"10 Information Technology Stocks Whale Activity In Today's Session
"
185,2022-05-23,11:36:27, 93.230003, 93.830002, 0.5, 0.6,"Here's How Much You Would Have Made Owning Advanced Micro Devices Stock In The Last 20 Years
"
186,2022-05-20,15:18:52, 89.450104, 91.410004, 1.9, 2.1,"Here's How Analysts View Nvidia Ahead Of Its Quarterly Results
"
187,2022-05-20,14:13:40, 88.595001, 89.450104, 0.8, 0.9,"10 Of The Highest Volume Options Contracts On Friday
"
188,2022-05-20,12:03:22, 93.209999, 91.489998,-1.7,-1.8,"Why AMD Shares Are Falling Today
"
189,2022-05-19,14:48:01, 98.309998, 97.410004,-0.8,-0.9,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
190,2022-05-18,15:10:02, 97.111397, 96.065002,-1.0,-1.0,"10 Of The Highest Volume Options Contracts On Wednesday
"
191,2022-05-18,14:22:17, 96.949997, 97.111397, 0.1, 0.1,"Why AMD Shares Are Getting Hammered Today
"
192,2022-05-18,13:35:45, 96.949997, 97.111397, 0.1, 0.1,"10 Information Technology Stocks Whale Activity In Today's Session
"
193,2022-05-17,14:31:09,100.650002,102.449997, 1.7, 1.7,"Is AMD Stock Leading Investors Into A Trap? What You Need To Know To Avoid Getting Caught
"
194,2022-05-17,13:56:39,102.529999,100.650002,-1.8,-1.8,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
195,2022-05-17,13:03:18,101.419998,102.529999, 1.1, 1.0,"Expert Ratings for Advanced Micro Devices
"
196,2022-05-17,11:17:45, 99.849998,101.129898, 1.2, 1.2,"Piper Sandler Upgrades Advanced Micro Devices On Easing Concerns
"
197,2022-05-16,13:47:48, 95.995003, 96.360100, 0.3, 0.3,"10 Information Technology Stocks With Whale Alerts In Today's Session
"
